team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SJS,2022,SJS,SJS,Team Level,4on5,9,0.06,0.11,0.11,2655.0,6.08,0.33,0.23,1.01,0.18,1.75,4.5,0.33,0.33,0.33,5.0,3.0,2.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,8.0,1.0,2.0,23.0,5.0,8.0,3.0,7.0,1.0,0.0,0.2,0.13,0.0,0.0,0.0,0.0,10.0,8.0,8.0,3.0,0.06,0.0,0.0,0.38,0.38,0.38,44.14,4.92,4.28,9.17,1.45,27.88,14.3,4.28,4.92,4.28,36.0,26.0,16.0,78.0,1.0,6.0,1.0,10.0,1.0,23.0,21.0,35.0,61.0,3.0,6.0,27.0,3.0,2.0,11.0,40.0,17.0,5.0,1.26,2.18,1.49,0.0,0.0,1.0,78.0,62.0,62.0,0.0,1.05,1.55,1.55,4.43,4.43,4.03
SJS,2022,SJS,SJS,Team Level,5on4,9,0.82,0.82,0.77,2395.0,34.35,4.46,3.21,6.9,1.09,20.33,10.0,3.91,4.46,3.91,37.0,9.0,20.0,66.0,2.0,6.0,2.0,4.0,1.0,18.0,15.0,35.0,44.0,2.0,4.0,28.0,1.0,1.0,3.0,31.0,8.0,7.0,0.67,1.04,2.75,0.0,0.0,2.0,66.0,46.0,46.0,0.0,0.84,2.53,2.53,2.77,2.77,2.68,10.45,0.99,0.54,1.26,0.26,3.24,7.72,0.98,0.99,0.98,11.0,3.0,0.0,14.0,2.0,0.0,0.0,5.0,0.0,1.0,6.0,9.0,12.0,0.0,0.0,18.0,5.0,10.0,1.0,10.0,3.0,1.0,0.29,0.37,0.33,1.0,1.0,0.0,14.0,14.0,14.0,1.0,0.12,0.0,0.0,1.11,1.11,1.1
MTL,2022,MTL,MTL,Team Level,other,7,0.2,0.42,0.38,879.0,9.43,2.03,0.61,1.58,0.27,5.61,2.89,2.02,2.03,2.02,10.0,3.0,5.0,18.0,3.0,0.0,0.0,1.0,0.0,3.0,6.0,7.0,10.0,1.0,2.0,10.0,2.0,1.0,5.0,7.0,3.0,3.0,0.24,0.36,1.43,1.0,0.0,2.0,18.0,13.0,13.0,1.0,0.17,0.0,0.0,2.2,2.2,2.18,16.73,7.9,0.84,2.04,0.45,5.46,4.31,5.52,7.9,5.52,15.0,6.0,4.0,25.0,4.0,2.0,0.0,1.0,0.0,6.0,8.0,11.0,17.0,1.0,2.0,10.0,4.0,3.0,2.0,4.0,2.0,15.0,0.22,0.2,7.48,0.0,0.0,4.0,25.0,21.0,21.0,2.0,0.31,1.66,1.66,6.55,6.55,4.97
MTL,2022,MTL,MTL,Team Level,all,7,0.38,0.48,0.48,25389.0,196.2,18.0,13.09,46.16,6.57,105.78,77.39,17.5,17.46,16.96,204.0,63.0,111.0,378.0,17.0,16.0,5.0,43.0,3.0,90.0,98.0,187.0,250.0,28.0,60.0,204.0,132.0,53.0,115.0,204.0,45.0,18.0,6.07,5.65,6.28,7.0,4.0,6.0,369.99,267.0,259.68,91.0,2.85,3.45,3.56,17.28,16.84,16.65,214.87,29.0,15.52,48.88,7.2,110.0,79.4,24.41,29.56,25.0,217.0,73.0,123.0,413.0,21.0,25.0,6.0,39.0,4.0,107.0,94.0,196.0,269.0,28.0,58.0,189.0,161.0,58.0,114.0,190.0,57.0,43.0,5.65,7.05,16.3,3.0,5.0,13.0,423.64,290.0,297.48,94.0,3.55,7.7,7.75,24.8,25.33,22.8
MTL,2022,MTL,MTL,Team Level,5on5,7,0.46,0.5,0.51,20305.0,157.68,13.3,9.88,38.76,5.29,84.08,62.69,12.89,12.75,12.35,162.0,52.0,93.0,307.0,14.0,14.0,5.0,32.0,2.0,77.0,75.0,148.0,200.0,22.0,48.0,155.0,124.0,50.0,94.0,168.0,33.0,13.0,4.94,4.25,4.1,6.0,4.0,4.0,298.99,214.0,206.68,78.0,2.05,3.15,3.27,12.07,11.63,11.5,151.67,15.76,10.57,37.32,5.13,78.18,58.04,14.58,16.32,15.16,154.0,51.0,99.0,304.0,14.0,16.0,5.0,30.0,4.0,72.0,69.0,140.0,191.0,25.0,54.0,149.0,149.0,48.0,103.0,139.0,46.0,20.0,4.39,5.65,5.72,3.0,5.0,6.0,314.64,205.0,212.48,86.0,2.22,4.41,4.46,13.52,14.06,13.65
MTL,2022,MTL,MTL,Team Level,4on5,7,0.08,0.1,0.13,2010.0,5.45,0.38,0.31,0.81,0.2,2.03,4.27,0.37,0.38,0.37,8.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0,8.0,0.0,0.0,15.0,5.0,1.0,11.0,7.0,1.0,0.0,0.27,0.11,0.0,0.0,0.0,0.0,8.0,8.0,8.0,11.0,0.07,0.0,0.0,0.45,0.45,0.44,39.98,4.6,3.64,8.2,1.29,23.64,12.62,3.6,4.6,3.6,39.0,15.0,20.0,74.0,3.0,6.0,1.0,6.0,0.0,26.0,13.0,36.0,51.0,2.0,2.0,17.0,5.0,4.0,4.0,39.0,8.0,7.0,0.84,1.03,2.73,0.0,0.0,3.0,74.0,54.0,54.0,1.0,0.92,1.27,1.27,4.25,4.25,3.71
MTL,2022,MTL,MTL,Team Level,5on4,7,0.76,0.82,0.76,2195.0,23.63,2.29,2.28,5.01,0.81,14.06,7.55,2.22,2.29,2.22,24.0,8.0,13.0,45.0,0.0,2.0,0.0,9.0,1.0,9.0,11.0,24.0,32.0,5.0,10.0,24.0,1.0,1.0,5.0,22.0,8.0,2.0,0.62,0.93,0.75,0.0,0.0,0.0,45.0,32.0,32.0,1.0,0.56,0.3,0.3,2.56,2.56,2.52,6.5,0.73,0.47,1.32,0.32,2.72,4.43,0.72,0.73,0.72,9.0,1.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,9.0,10.0,0.0,0.0,13.0,3.0,3.0,5.0,8.0,1.0,1.0,0.2,0.17,0.36,0.0,0.0,0.0,10.0,10.0,10.0,5.0,0.1,0.36,0.36,0.47,0.47,0.47
BOS,2022,BOS,BOS,Team Level,other,7,0.56,0.41,0.44,1002.0,19.06,5.03,1.36,2.73,0.56,10.71,6.61,4.66,5.03,4.66,21.0,6.0,7.0,34.0,6.0,0.0,0.0,3.0,0.0,12.0,6.0,15.0,21.0,2.0,4.0,21.0,4.0,2.0,3.0,8.0,13.0,6.0,0.36,1.66,3.02,1.0,1.0,4.0,34.0,27.0,27.0,2.0,0.38,0.0,0.0,5.41,5.41,4.98,25.83,3.99,2.27,5.24,0.95,14.36,8.2,3.46,3.99,3.46,25.0,10.0,13.0,48.0,2.0,7.0,2.0,2.0,2.0,12.0,10.0,23.0,33.0,2.0,4.0,14.0,4.0,3.0,2.0,19.0,10.0,6.0,0.61,1.25,2.14,0.0,0.0,2.0,48.0,35.0,35.0,1.0,0.69,1.8,1.8,2.89,2.89,2.71
BOS,2022,BOS,BOS,Team Level,all,7,0.59,0.52,0.52,25789.0,238.92,27.5,17.22,52.04,7.93,127.45,92.85,26.22,27.53,26.25,249.0,76.0,101.0,426.0,29.0,25.0,7.0,64.0,5.0,87.0,115.0,220.0,296.0,33.0,75.0,251.0,176.0,44.0,62.0,203.0,97.0,25.0,5.84,12.12,9.54,7.0,11.0,11.0,431.71,325.0,329.43,24.0,3.86,6.16,6.16,25.19,25.22,24.44,216.61,19.32,15.61,47.22,7.11,118.53,87.2,18.61,19.34,18.63,220.0,75.0,99.0,394.0,20.0,18.0,3.0,55.0,6.0,86.0,110.0,200.0,275.0,33.0,75.0,178.0,203.0,41.0,58.0,209.0,69.0,17.0,5.7,8.01,5.62,5.0,8.0,7.0,391.05,295.0,291.85,26.0,3.62,3.03,3.03,19.91,19.93,19.58
BOS,2022,BOS,BOS,Team Level,5on5,7,0.58,0.53,0.53,19549.0,174.77,16.03,11.87,40.58,5.95,92.83,70.74,15.36,16.06,15.39,181.0,57.0,80.0,318.0,19.0,18.0,4.0,53.0,4.0,53.0,91.0,162.0,219.0,29.0,67.0,177.0,165.0,30.0,50.0,161.0,64.0,13.0,4.61,7.86,3.56,6.0,9.0,4.0,323.71,238.0,242.43,21.0,2.48,3.51,3.51,15.0,15.03,14.8,152.24,11.76,10.08,34.33,4.85,82.03,63.95,11.62,11.78,11.64,156.0,51.0,70.0,277.0,14.0,9.0,1.0,45.0,4.0,55.0,80.0,142.0,193.0,30.0,69.0,133.0,188.0,30.0,48.0,149.0,52.0,6.0,4.32,5.98,1.47,5.0,8.0,1.0,274.05,207.0,203.85,22.0,2.08,1.19,1.19,12.66,12.68,12.57
BOS,2022,BOS,BOS,Team Level,4on5,7,0.21,0.13,0.16,2643.0,6.26,0.78,0.34,0.78,0.17,1.91,4.04,0.76,0.78,0.76,8.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0,8.0,1.0,2.0,20.0,6.0,11.0,0.0,5.0,2.0,1.0,0.2,0.27,0.31,0.0,0.0,0.0,9.0,8.0,8.0,0.0,0.07,0.0,0.0,0.85,0.85,0.83,30.69,2.85,2.83,6.45,1.04,19.27,9.56,2.81,2.85,2.81,28.0,14.0,16.0,58.0,2.0,2.0,0.0,7.0,0.0,18.0,13.0,26.0,40.0,0.0,0.0,17.0,4.0,2.0,6.0,33.0,6.0,3.0,0.61,0.69,1.54,0.0,0.0,2.0,58.0,42.0,42.0,1.0,0.74,0.04,0.04,3.55,3.55,3.5
BOS,2022,BOS,BOS,Team Level,5on4,7,0.89,0.86,0.83,2595.0,38.82,5.66,3.65,7.96,1.26,22.0,11.46,5.45,5.66,5.45,39.0,13.0,13.0,65.0,4.0,7.0,3.0,6.0,1.0,21.0,13.0,35.0,48.0,1.0,2.0,33.0,1.0,1.0,9.0,29.0,18.0,5.0,0.67,2.34,2.65,0.0,1.0,3.0,65.0,52.0,52.0,1.0,0.92,2.65,2.65,3.93,3.93,3.83,7.85,0.72,0.44,1.2,0.29,2.88,5.48,0.72,0.72,0.72,11.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,0.0,1.0,7.0,9.0,9.0,1.0,2.0,14.0,7.0,6.0,2.0,8.0,1.0,2.0,0.16,0.09,0.47,0.0,0.0,2.0,11.0,11.0,11.0,2.0,0.1,0.0,0.0,0.82,0.82,0.81
DAL,2022,DAL,DAL,Team Level,other,7,0.62,0.48,0.49,1066.0,14.49,4.64,0.97,2.54,0.53,6.22,4.11,4.34,4.64,4.34,14.0,5.0,5.0,24.0,2.0,3.0,0.0,1.0,0.0,6.0,7.0,12.0,17.0,0.0,0.0,11.0,8.0,5.0,2.0,5.0,5.0,9.0,0.26,0.56,3.81,0.0,1.0,1.0,24.0,19.0,19.0,2.0,0.3,0.75,0.75,4.19,4.19,3.99,13.88,2.85,1.13,2.61,0.48,8.22,4.71,2.65,2.85,2.65,13.0,7.0,6.0,26.0,2.0,0.0,0.0,4.0,0.0,7.0,7.0,11.0,18.0,0.0,0.0,19.0,3.0,6.0,2.0,11.0,4.0,5.0,0.51,0.39,1.95,0.0,1.0,1.0,26.0,20.0,20.0,0.0,0.32,0.0,0.0,3.17,3.17,2.92
DAL,2022,DAL,DAL,Team Level,all,7,0.52,0.48,0.47,25426.0,205.6,25.96,14.64,44.77,6.83,110.5,78.31,25.17,26.82,26.02,200.0,81.0,98.0,379.0,23.0,20.0,4.0,35.0,6.0,82.0,115.0,177.0,258.0,36.0,80.0,208.0,164.0,63.0,93.0,174.0,80.0,27.0,5.26,9.85,10.84,5.0,10.0,8.0,397.56,281.0,292.64,58.0,3.33,5.37,5.37,23.91,24.79,24.29,223.88,23.62,16.88,49.6,7.5,128.18,87.23,22.44,23.17,21.99,225.0,88.0,102.0,415.0,15.0,14.0,2.0,60.0,1.0,98.0,125.0,210.0,298.0,26.0,66.0,201.0,193.0,67.0,89.0,223.0,62.0,28.0,7.05,7.56,9.01,6.0,5.0,4.0,400.77,313.0,304.87,49.0,3.79,3.31,3.31,24.09,23.63,22.82
DAL,2022,DAL,DAL,Team Level,5on5,7,0.53,0.48,0.48,18954.0,150.0,15.01,10.36,34.6,5.0,81.14,59.89,14.71,15.87,15.56,141.0,65.0,79.0,285.0,14.0,10.0,2.0,27.0,5.0,60.0,90.0,127.0,192.0,33.0,74.0,148.0,141.0,49.0,77.0,130.0,66.0,10.0,4.28,8.18,2.54,4.0,9.0,1.0,303.56,206.0,217.64,49.0,2.17,2.06,2.06,15.11,15.99,15.77,161.22,13.19,10.85,37.24,5.18,91.85,66.7,12.83,12.73,12.39,157.0,68.0,80.0,305.0,9.0,8.0,1.0,46.0,0.0,71.0,91.0,148.0,216.0,19.0,52.0,138.0,184.0,55.0,72.0,174.0,41.0,10.0,5.38,5.04,2.76,5.0,3.0,1.0,290.77,225.0,216.86,41.0,2.23,1.59,1.59,13.83,13.37,13.15
DAL,2022,DAL,DAL,Team Level,4on5,7,0.09,0.13,0.13,3369.0,5.9,0.67,0.4,1.0,0.24,2.41,4.28,0.67,0.67,0.67,9.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,8.0,1.0,2.0,31.0,12.0,8.0,8.0,6.0,2.0,1.0,0.17,0.24,0.26,0.0,0.0,1.0,12.0,9.0,9.0,7.0,0.09,0.0,0.0,0.76,0.76,0.76,46.03,7.15,4.54,9.13,1.65,26.43,14.1,6.52,7.15,6.52,50.0,13.0,16.0,79.0,4.0,6.0,1.0,10.0,1.0,18.0,24.0,46.0,59.0,6.0,12.0,25.0,3.0,1.0,9.0,35.0,16.0,12.0,1.12,1.95,4.08,1.0,1.0,2.0,79.0,63.0,63.0,2.0,1.15,1.72,1.72,6.58,6.58,6.23
DAL,2022,DAL,DAL,Team Level,5on4,7,0.93,0.92,0.9,2037.0,35.22,5.64,2.91,6.62,1.06,20.73,10.03,5.45,5.64,5.45,36.0,11.0,11.0,58.0,6.0,7.0,2.0,7.0,1.0,14.0,12.0,30.0,41.0,2.0,4.0,18.0,3.0,1.0,6.0,33.0,7.0,7.0,0.55,0.87,4.22,1.0,0.0,5.0,58.0,47.0,47.0,0.0,0.77,2.56,2.56,3.85,3.85,3.78,2.75,0.43,0.36,0.62,0.2,1.66,1.72,0.43,0.43,0.43,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,1.0,2.0,19.0,3.0,5.0,6.0,3.0,1.0,1.0,0.03,0.19,0.22,0.0,0.0,0.0,5.0,5.0,5.0,6.0,0.08,0.0,0.0,0.52,0.52,0.52
STL,2022,STL,STL,Team Level,other,4,0.32,0.22,0.29,180.0,1.33,0.51,0.06,0.19,0.05,0.63,0.56,0.51,0.51,0.51,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.03,0.0,0.48,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.01,0.0,0.0,0.52,0.52,0.52,3.44,1.08,0.25,0.5,0.11,2.04,1.02,1.08,1.08,1.08,4.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.07,0.3,0.71,0.0,0.0,1.0,7.0,5.0,5.0,0.0,0.07,0.0,0.0,1.15,1.15,1.14
STL,2022,STL,STL,Team Level,all,4,0.47,0.44,0.46,14530.0,107.34,10.4,7.38,23.66,3.35,59.03,43.18,9.92,10.74,10.25,100.0,47.0,41.0,188.0,11.0,7.0,0.0,20.0,2.0,40.0,67.0,89.0,136.0,12.0,24.0,107.0,91.0,35.0,28.0,110.0,25.0,12.0,3.69,2.8,3.91,6.0,2.0,3.0,195.1,147.0,152.5,22.0,1.62,1.29,1.29,10.73,11.1,10.71,125.78,11.53,8.9,29.71,4.12,70.27,50.47,11.09,11.17,10.75,126.0,49.0,69.0,244.0,9.0,13.0,2.0,28.0,5.0,62.0,58.0,117.0,166.0,12.0,24.0,93.0,99.0,29.0,43.0,127.0,41.0,7.0,4.08,5.03,2.42,3.0,4.0,2.0,236.29,175.0,169.87,32.0,1.89,1.92,1.92,11.51,11.18,10.96
STL,2022,STL,STL,Team Level,5on5,4,0.45,0.43,0.44,12561.0,89.61,7.81,5.94,20.54,2.8,48.91,36.99,7.58,8.15,7.91,84.0,39.0,38.0,161.0,7.0,5.0,0.0,14.0,2.0,36.0,59.0,77.0,116.0,11.0,22.0,87.0,90.0,28.0,23.0,93.0,22.0,8.0,3.25,2.5,2.07,4.0,2.0,1.0,168.1,123.0,128.5,18.0,1.23,1.19,1.19,7.85,8.22,8.09,111.83,9.48,7.79,26.91,3.66,61.89,45.26,9.06,9.12,8.72,114.0,41.0,60.0,215.0,8.0,13.0,2.0,26.0,5.0,52.0,51.0,106.0,147.0,12.0,24.0,76.0,92.0,27.0,38.0,114.0,35.0,6.0,3.48,4.29,1.71,3.0,4.0,1.0,207.29,155.0,149.87,30.0,1.61,1.92,1.92,9.17,8.85,8.66
STL,2022,STL,STL,Team Level,4on5,4,0.07,0.09,0.13,870.0,1.62,0.07,0.11,0.16,0.03,0.49,1.15,0.07,0.07,0.07,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.02,0.0,0.0,0.09,0.09,0.09,9.78,0.91,0.81,2.2,0.32,6.14,3.62,0.89,0.91,0.89,7.0,7.0,7.0,21.0,0.0,0.0,0.0,1.0,0.0,8.0,5.0,7.0,14.0,0.0,0.0,9.0,2.0,0.0,3.0,10.0,4.0,0.0,0.47,0.44,0.0,0.0,0.0,0.0,21.0,14.0,14.0,1.0,0.2,0.0,0.0,1.11,1.11,1.09
STL,2022,STL,STL,Team Level,5on4,4,0.97,0.96,0.95,919.0,14.78,2.01,1.26,2.76,0.47,9.0,4.49,1.77,2.01,1.77,13.0,7.0,3.0,23.0,2.0,2.0,0.0,6.0,0.0,4.0,6.0,11.0,18.0,0.0,0.0,13.0,0.0,1.0,0.0,14.0,3.0,3.0,0.35,0.3,1.36,1.0,0.0,1.0,23.0,20.0,20.0,0.0,0.35,0.1,0.1,2.26,2.26,2.0,0.74,0.06,0.04,0.1,0.02,0.2,0.57,0.06,0.06,0.06,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.07,0.07,0.07
COL,2022,COL,COL,Team Level,other,7,0.54,0.48,0.46,1226.0,11.26,1.98,0.69,1.96,0.34,5.91,5.11,1.97,1.98,1.97,10.0,6.0,5.0,21.0,3.0,1.0,1.0,2.0,0.0,7.0,3.0,7.0,13.0,2.0,4.0,21.0,3.0,1.0,2.0,11.0,1.0,4.0,0.44,0.12,1.42,0.0,0.0,3.0,21.0,16.0,16.0,0.0,0.2,0.37,0.37,1.81,1.81,1.79,13.06,1.71,0.89,2.7,0.51,7.29,5.9,1.69,1.71,1.69,14.0,5.0,4.0,23.0,3.0,0.0,0.0,2.0,2.0,6.0,6.0,11.0,16.0,0.0,0.0,10.0,5.0,0.0,7.0,11.0,6.0,2.0,0.34,0.75,0.62,1.0,2.0,0.0,23.0,19.0,19.0,2.0,0.25,0.0,0.0,1.95,1.95,1.94
COL,2022,COL,COL,Team Level,all,7,0.51,0.51,0.49,25531.0,208.62,22.43,13.96,48.39,6.84,115.94,86.44,21.84,22.71,22.11,220.0,74.0,119.0,413.0,24.0,13.0,1.0,42.0,4.0,90.0,121.0,196.0,270.0,36.0,78.0,185.0,197.0,49.0,49.0,217.0,57.0,20.0,6.45,6.67,9.31,3.0,12.0,9.0,420.32,294.0,298.94,26.0,3.08,3.97,3.97,21.54,21.79,21.3,214.2,21.88,15.02,49.54,7.49,121.03,86.04,20.91,21.7,20.73,230.0,71.0,93.0,394.0,21.0,16.0,1.0,48.0,6.0,80.0,130.0,209.0,280.0,27.0,60.0,214.0,203.0,40.0,48.0,222.0,53.0,26.0,6.41,6.6,8.87,3.0,7.0,11.0,388.52,301.0,297.83,24.0,3.36,3.34,3.34,21.9,21.71,21.29
COL,2022,COL,COL,Team Level,5on5,7,0.5,0.53,0.51,20028.0,167.35,12.85,11.02,41.33,5.58,94.89,71.33,12.62,13.13,12.89,181.0,56.0,103.0,340.0,9.0,9.0,0.0,36.0,4.0,75.0,104.0,172.0,228.0,32.0,70.0,134.0,181.0,44.0,43.0,184.0,46.0,7.0,5.42,5.36,2.08,2.0,6.0,1.0,347.32,237.0,241.94,24.0,2.25,2.0,2.0,13.11,13.36,13.19,159.28,12.87,10.63,38.91,5.6,89.98,66.02,12.46,12.69,12.29,168.0,56.0,72.0,296.0,8.0,12.0,1.0,41.0,3.0,60.0,100.0,160.0,216.0,27.0,60.0,153.0,179.0,34.0,36.0,177.0,32.0,15.0,5.05,3.88,3.94,1.0,2.0,5.0,290.52,224.0,220.83,19.0,2.19,2.1,2.1,12.96,12.78,12.61
COL,2022,COL,COL,Team Level,4on5,7,0.04,0.07,0.08,2505.0,3.45,0.26,0.13,0.58,0.12,1.26,2.64,0.26,0.26,0.26,4.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,15.0,9.0,3.0,2.0,4.0,1.0,0.0,0.15,0.12,0.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,0.03,0.0,0.0,0.29,0.29,0.29,38.82,7.18,3.42,7.54,1.29,22.93,11.64,6.62,7.18,6.62,44.0,10.0,15.0,69.0,9.0,4.0,0.0,5.0,1.0,13.0,22.0,35.0,45.0,0.0,0.0,33.0,7.0,2.0,3.0,31.0,14.0,9.0,0.99,1.87,4.31,1.0,2.0,6.0,69.0,54.0,54.0,1.0,0.9,1.25,1.25,6.83,6.83,6.59
COL,2022,COL,COL,Team Level,5on4,7,0.98,0.89,0.9,1772.0,26.56,7.33,2.12,4.51,0.79,13.88,7.36,6.99,7.33,6.99,25.0,11.0,11.0,47.0,10.0,3.0,0.0,4.0,0.0,8.0,11.0,15.0,26.0,1.0,2.0,15.0,4.0,1.0,2.0,18.0,9.0,9.0,0.45,1.07,5.81,0.0,5.0,5.0,47.0,36.0,36.0,0.0,0.6,1.6,1.6,6.33,6.33,6.04,3.04,0.13,0.07,0.39,0.1,0.83,2.48,0.13,0.13,0.13,4.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,18.0,12.0,4.0,2.0,3.0,1.0,0.0,0.03,0.1,0.0,0.0,1.0,0.0,6.0,4.0,4.0,2.0,0.02,0.0,0.0,0.15,0.15,0.15
LAK,2022,LAK,LAK,Team Level,other,8,0.41,0.51,0.48,1826.0,20.91,2.54,1.47,4.08,0.68,10.93,8.38,2.46,2.54,2.46,21.0,8.0,14.0,43.0,2.0,2.0,0.0,5.0,0.0,11.0,9.0,19.0,27.0,1.0,2.0,22.0,1.0,1.0,5.0,17.0,10.0,2.0,0.66,1.18,0.69,0.0,2.0,0.0,43.0,29.0,29.0,2.0,0.4,0.69,0.69,2.18,2.18,2.11,23.33,3.71,1.82,3.93,0.77,12.99,8.78,3.62,3.71,3.62,23.0,9.0,10.0,42.0,4.0,0.0,0.0,3.0,1.0,9.0,15.0,19.0,28.0,0.0,0.0,25.0,11.0,1.0,4.0,15.0,14.0,3.0,0.69,1.67,1.35,1.0,1.0,2.0,42.0,32.0,32.0,2.0,0.5,0.0,0.0,4.21,4.21,4.1
LAK,2022,LAK,LAK,Team Level,all,8,0.48,0.5,0.5,29172.0,256.16,23.9,18.59,58.53,8.63,140.48,101.92,23.08,24.14,23.32,261.0,92.0,124.0,477.0,27.0,21.0,3.0,65.0,10.0,114.0,116.0,234.0,326.0,42.0,87.0,243.0,161.0,44.0,76.0,261.0,67.0,25.0,7.27,7.81,8.82,8.0,9.0,10.0,480.03,353.0,356.93,45.0,4.21,4.66,4.66,23.39,23.61,23.22,255.92,26.14,17.75,56.05,8.23,138.97,103.87,24.98,26.25,25.08,264.0,87.0,131.0,482.0,33.0,22.0,3.0,57.0,6.0,124.0,109.0,231.0,318.0,43.0,91.0,214.0,232.0,46.0,52.0,238.0,88.0,25.0,7.6,10.41,8.14,13.0,12.0,8.0,483.26,351.0,350.61,27.0,3.96,4.49,4.49,25.6,25.72,24.83
